unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
9589,si78985,oregon,7993.003997,no,premium,bachelor,2011-01-03,employed,f,39448,rural,married,103,10.0,14,3.0,5,personal auto,personal l1,offer3,web,66.020788,four-door car,medsize,a,1
9590,mc85738,california,14635.45158,yes,extended,bachelor,2011-02-27,unemployed,f,0,suburban,divorced,139,5.0,56,0.0,2,personal auto,personal l3,offer1,call center,667.2,suv,medsize,a,2
9591,pw90662,oregon,13623.62257,no,extended,college,2011-01-27,employed,m,67060,urban,single,126,1.0,85,4.0,2,personal auto,personal l2,offer1,web,339.000467,suv,medsize,a,1
9592,ug37492,california,4362.931238,yes,premium,college,2011-01-03,employed,m,58842,suburban,married,110,6.0,74,0.0,1,personal auto,personal l3,offer2,branch,528.0,four-door car,medsize,a,1
9593,ro25639,california,5442.744248,no,basic,doctor,2011-02-03,employed,f,25884,urban,married,69,18.0,36,3.0,9,personal auto,personal l3,offer2,branch,292.274846,four-door car,medsize,a,2
9594,gg87344,oregon,4035.009284,no,basic,college,2011-01-04,employed,f,55407,urban,married,101,30.0,68,1.0,1,personal auto,personal l3,offer3,agent,275.341953,four-door car,medsize,a,1
9595,xm91056,california,4876.315707,no,basic,high school or below,2011-01-19,employed,f,22236,suburban,single,62,3.0,45,0.0,4,personal auto,personal l2,offer1,agent,409.425049,two-door car,medsize,a,1
9596,xu98055,arizona,9546.81655,no,extended,college,2011-02-04,medical leave,m,15406,suburban,married,124,7.0,40,0.0,3,personal auto,personal l3,offer3,call center,892.8,suv,medsize,a,2
9597,lw12893,california,7911.626107,no,basic,high school or below,2011-02-25,employed,f,43916,suburban,divorced,68,10.0,59,2.0,2,personal auto,personal l2,offer2,call center,326.4,four-door car,small,a,2
9598,vy40793,oregon,4270.034394,yes,extended,college,2011-01-19,unemployed,m,0,suburban,married,122,27.0,2,0.0,1,personal auto,personal l3,offer2,agent,725.870693,suv,medsize,a,1
9599,gd83998,washington,2659.337982,no,basic,bachelor,2011-01-31,employed,m,24495,suburban,single,70,29.0,65,0.0,1,personal auto,personal l2,offer4,branch,336.0,four-door car,small,a,1
9600,xh85336,washington,5548.031892,yes,basic,bachelor,2011-01-13,employed,m,67798,suburban,divorced,69,1.0,78,0.0,9,personal auto,personal l3,offer1,agent,331.2,four-door car,medsize,a,1
9601,mv54498,california,5503.919257,no,basic,college,2011-02-13,employed,f,59932,rural,single,71,16.0,77,1.0,3,personal auto,personal l3,offer1,branch,116.600107,four-door car,medsize,a,2
9602,mm50888,california,3056.217296,no,extended,high school or below,2011-02-13,employed,f,34317,urban,married,78,6.0,32,2.0,1,personal auto,personal l3,offer2,web,263.592181,two-door car,medsize,a,2
9603,vo84133,california,3909.636524,no,extended,high school or below,2011-02-08,employed,m,40361,rural,married,98,3.0,98,0.0,1,personal auto,personal l3,offer2,branch,71.169255,four-door car,medsize,a,2
9604,ac67315,nevada,13862.10016,no,basic,bachelor,2011-02-21,employed,f,96950,suburban,married,115,20.0,74,0.0,2,personal auto,personal l2,offer4,agent,633.132017,sports car,large,a,2
9605,kg71396,nevada,4017.055485,no,premium,high school or below,2011-01-29,unemployed,m,0,suburban,single,118,23.0,54,0.0,1,corporate auto,corporate l3,offer1,agent,959.849922,two-door car,medsize,a,1
9606,qr15592,arizona,5660.133806,no,basic,bachelor,2011-02-18,employed,f,59586,rural,divorced,72,6.0,70,0.0,3,personal auto,personal l1,offer2,branch,91.198362,four-door car,medsize,a,2
9607,uy94269,oregon,2991.423685,no,basic,master,2011-01-15,employed,f,35605,suburban,married,74,0.0,95,0.0,1,personal auto,personal l3,offer3,agent,355.2,two-door car,medsize,a,1
9608,wc21901,arizona,2345.262087,no,basic,college,2011-02-03,employed,m,51397,suburban,single,61,20.0,61,0.0,1,personal auto,personal l3,offer1,branch,292.8,four-door car,medsize,a,2
9609,yg11074,california,4794.931261,no,extended,bachelor,2011-02-02,employed,f,46143,rural,divorced,122,15.0,85,0.0,1,personal auto,personal l2,offer1,call center,223.028356,suv,medsize,a,2
9610,hr50405,oregon,2869.301319,no,basic,bachelor,2011-02-24,medical leave,f,13393,rural,married,73,31.0,11,0.0,1,personal auto,personal l3,offer2,branch,34.708194,four-door car,medsize,a,2
9611,xl90594,california,7584.361069,no,extended,college,2011-01-06,employed,f,87473,urban,divorced,95,28.0,7,0.0,8,personal auto,personal l3,offer2,web,448.061777,four-door car,medsize,a,1
9612,tl39187,california,6511.103163,no,extended,bachelor,2011-02-23,unemployed,m,0,suburban,single,91,24.0,28,0.0,8,corporate auto,corporate l3,offer3,branch,655.404481,two-door car,medsize,a,2
9613,wh62198,california,2213.187935,no,basic,bachelor,2011-02-26,unemployed,m,0,suburban,divorced,63,0.0,66,0.0,1,personal auto,personal l2,offer1,call center,305.552429,four-door car,small,a,2
9614,rm10880,california,3096.511217,yes,extended,college,2011-02-12,employed,f,21604,suburban,divorced,79,14.0,28,0.0,1,corporate auto,corporate l3,offer1,branch,379.2,four-door car,medsize,a,2
9615,gv62858,california,4091.934934,no,premium,bachelor,2011-02-23,employed,f,38692,suburban,married,102,16.0,8,0.0,1,personal auto,personal l3,offer1,web,502.443591,four-door car,medsize,a,2
9616,pk24825,california,3293.245706,no,extended,college,2011-02-15,unemployed,f,0,suburban,single,94,3.0,40,0.0,1,corporate auto,corporate l1,offer3,call center,676.8,four-door car,large,a,2
9617,el62967,oregon,2712.915597,no,basic,high school or below,2011-02-07,employed,f,58508,rural,single,69,32.0,11,0.0,1,personal auto,personal l3,offer2,web,57.614392,two-door car,medsize,a,2
9618,sb60942,california,7258.634662,no,basic,college,2011-01-18,employed,m,88082,urban,married,61,10.0,45,1.0,2,personal auto,personal l1,offer4,branch,218.779614,two-door car,medsize,a,1
9619,jw33458,california,5729.855012,no,basic,master,2011-02-15,employed,f,92254,urban,married,70,7.0,94,0.0,7,corporate auto,corporate l3,offer3,call center,245.593225,four-door car,medsize,a,2
9620,nk26146,washington,7072.928971,no,basic,college,2011-02-11,employed,f,90551,suburban,divorced,61,28.0,4,4.0,2,corporate auto,corporate l3,offer4,call center,374.527412,four-door car,small,a,2
9621,gp19791,california,16510.96722,no,basic,college,2011-02-12,employed,f,31356,suburban,married,68,25.0,13,0.0,2,personal auto,personal l3,offer2,agent,326.4,two-door car,small,a,2
9622,bc48076,washington,7783.78421,no,basic,master,2011-01-11,employed,f,48689,suburban,married,191,15.0,18,0.0,1,personal auto,personal l3,offer1,call center,985.193759,luxury car,medsize,a,1
9623,cx58204,nevada,8079.833042,no,basic,high school or below,2011-02-02,disabled,f,13050,suburban,married,102,1.0,77,0.0,6,personal auto,personal l1,offer1,agent,734.4,suv,medsize,a,2
9624,qu93024,california,29706.78459,no,extended,bachelor,2011-01-26,unemployed,m,0,suburban,single,128,15.149070740488469,37,0.384256105867471,2,personal auto,personal l2,offer1,agent,1345.317161,suv,medsize,a,1
9625,ti19722,washington,3436.134281,yes,extended,doctor,2011-02-18,employed,m,30817,rural,divorced,88,25.0,43,0.0,1,corporate auto,corporate l2,offer2,branch,91.834668,four-door car,medsize,a,2
9626,zi85739,california,15860.03591,no,extended,master,2011-02-25,unemployed,f,0,rural,married,136,10.0,41,0.0,2,personal auto,personal l1,offer1,branch,46.098963,suv,small,a,2
9627,on68006,california,5520.149969,no,basic,bachelor,2011-01-16,employed,f,26129,suburban,divorced,70,4.0,38,0.0,3,personal auto,personal l2,offer1,agent,419.187114,four-door car,medsize,a,1
9628,zz20738,california,9000.439546,no,basic,high school or below,2011-01-28,employed,f,28108,suburban,married,114,6.0,27,0.0,3,personal auto,personal l2,offer4,agent,547.2,sports car,medsize,a,1
9629,gp37412,arizona,8719.896238,no,basic,college,2011-02-26,employed,f,59763,suburban,married,73,4.0,31,0.0,2,personal auto,personal l3,offer4,agent,350.4,two-door car,small,a,2
9630,dl26809,nevada,6826.797741,no,basic,college,2011-02-27,unemployed,m,0,suburban,single,68,13.0,26,0.0,2,personal auto,personal l3,offer1,agent,489.6,two-door car,small,a,2
9631,xb43625,arizona,2504.871709,no,basic,bachelor,2011-01-10,employed,f,66081,rural,single,64,31.0,92,1.0,1,personal auto,personal l3,offer1,branch,42.029731,four-door car,small,a,1
9632,aw86033,california,2119.894333,no,basic,college,2011-01-13,disabled,m,18287,suburban,married,61,6.0,56,4.0,1,personal auto,personal l2,offer1,agent,292.8,two-door car,medsize,a,1
9633,is55638,california,15503.72309,no,basic,college,2011-02-18,employed,f,29932,suburban,married,64,34.0,5,0.0,2,personal auto,personal l2,offer1,branch,319.710124,two-door car,medsize,a,2
9634,tp33286,washington,12010.93726,no,premium,high school or below,2011-02-05,unemployed,m,0,suburban,single,119,3.0,24,0.0,2,corporate auto,corporate l2,offer2,agent,856.8,four-door car,medsize,a,2
9635,bw52697,california,5505.057003,no,basic,college,2011-01-01,employed,f,86132,urban,married,68,30.0,10,0.0,3,personal auto,personal l3,offer2,call center,301.437365,two-door car,medsize,a,1
9636,gl32197,oregon,5068.264582,no,basic,college,2011-02-07,employed,m,31475,rural,married,64,6.0,3,1.0,3,personal auto,personal l2,offer3,call center,22.962412,four-door car,medsize,a,2
9637,pm11577,oregon,8476.766278,no,premium,bachelor,2011-01-28,employed,f,74001,rural,married,108,3.0,62,3.0,7,corporate auto,corporate l3,offer1,web,254.311154,two-door car,medsize,a,1
9638,kz26788,washington,4118.588554,yes,premium,bachelor,2011-01-28,employed,f,69379,suburban,single,103,15.149070740488469,79,0.384256105867471,1,personal auto,personal l2,offer1,branch,494.4,two-door car,medsize,a,1
9639,tk60799,arizona,4160.018087,no,basic,high school or below,2011-01-08,employed,f,96263,rural,married,103,5.0,5,0.0,1,personal auto,personal l3,offer2,agent,1.924709,suv,small,a,1
9640,oj90342,oregon,2457.440923,no,basic,bachelor,2011-02-07,employed,f,29486,rural,married,62,19.0,73,0.0,1,personal auto,personal l3,offer2,web,7.646763,four-door car,medsize,a,2
9641,wo17738,oregon,8717.851882,no,premium,high school or below,2011-01-15,employed,f,36645,suburban,single,112,21.0,50,0.0,7,corporate auto,corporate l3,offer2,agent,614.082146,four-door car,large,a,1
9642,os21957,california,8896.500265,no,basic,high school or below,2011-01-21,employed,f,26201,rural,married,112,4.0,48,0.0,8,personal auto,personal l2,offer4,call center,168.901895,suv,small,a,1
9643,gm54723,california,9061.63365,no,basic,bachelor,2011-02-02,unemployed,m,0,suburban,single,65,19.0,87,0.0,2,corporate auto,corporate l2,offer1,branch,413.288528,four-door car,small,a,2
9644,rn82884,arizona,4282.947971,yes,basic,college,2011-02-26,employed,f,40864,rural,married,109,16.0,70,1.0,1,personal auto,personal l3,offer1,agent,166.937747,suv,medsize,a,2
9645,ws57286,arizona,4692.165155,no,basic,college,2011-02-13,unemployed,m,0,rural,married,64,20.0,13,0.0,4,personal auto,personal l3,offer2,agent,137.169296,four-door car,medsize,a,2
9646,ju66696,california,9810.407902,no,extended,master,2011-02-20,unemployed,f,0,suburban,married,131,15.0,90,0.0,8,corporate auto,corporate l2,offer3,branch,628.8,sports car,large,a,2
9647,vm51572,washington,7385.359236,no,basic,bachelor,2011-02-23,employed,m,54289,suburban,married,62,32.0,13,0.0,2,personal auto,personal l2,offer2,call center,430.093647,four-door car,medsize,a,2
9648,hr64765,washington,8485.385641,no,extended,high school or below,2011-02-04,unemployed,m,0,suburban,single,244,10.0,99,0.0,1,personal auto,personal l3,offer1,branch,1756.8,luxury car,small,a,2
9649,uh45301,oregon,9438.915619,no,premium,college,2011-01-11,employed,m,86946,urban,married,118,13.0,14,0.0,7,personal auto,personal l1,offer2,agent,340.656963,four-door car,medsize,a,1
9650,bg48083,nevada,6386.278164,no,extended,bachelor,2011-01-20,employed,f,23751,suburban,single,82,4.0,9,1.0,7,personal auto,personal l2,offer1,web,586.921708,two-door car,medsize,a,1
9651,zk56389,arizona,2397.036098,yes,basic,high school or below,2011-01-29,retired,f,22283,suburban,divorced,65,16.0,93,0.0,1,special auto,special l3,offer1,branch,572.072106,four-door car,medsize,a,1
9652,tb88830,california,8614.686004,no,basic,master,2011-02-19,employed,f,64220,rural,married,107,3.0,86,0.0,7,personal auto,personal l2,offer1,branch,48.782626,suv,medsize,a,2
9653,nj11986,arizona,4456.016549,no,premium,master,2011-01-18,employed,f,29550,rural,single,114,16.0,70,1.0,1,corporate auto,corporate l3,offer1,web,118.750512,two-door car,medsize,a,1
9654,hy43263,california,8265.379176,no,extended,bachelor,2011-02-07,unemployed,f,0,suburban,single,77,17.0,41,0.0,2,corporate auto,corporate l3,offer2,agent,554.4,two-door car,small,a,2
9655,vk43303,oregon,6019.92547,no,extended,bachelor,2011-01-30,employed,m,68658,urban,single,77,7.0,60,0.0,8,personal auto,personal l1,offer2,branch,296.261405,two-door car,medsize,a,1
9656,pv62467,california,4849.697945,no,basic,college,2011-01-27,employed,f,36413,rural,married,61,21.0,76,0.0,3,personal auto,personal l3,offer1,branch,153.013115,four-door car,medsize,a,1
9657,iv98398,california,15320.37177,no,extended,bachelor,2011-01-21,employed,m,81955,suburban,married,126,3.0,21,0.0,2,corporate auto,corporate l3,offer1,web,720.054248,suv,medsize,a,1
9658,vb94165,nevada,6714.070698,no,extended,master,2011-01-14,unemployed,m,0,suburban,married,93,8.0,42,1.0,3,special auto,special l2,offer1,agent,604.270179,two-door car,small,a,1
9659,rj80405,arizona,5498.661301,no,basic,bachelor,2011-01-22,employed,m,33191,suburban,married,70,9.0,80,0.0,9,personal auto,personal l1,offer3,branch,443.53718,four-door car,medsize,a,1
9660,yb33445,oregon,8982.850377,no,basic,college,2011-02-13,employed,f,43490,rural,married,114,24.0,63,4.0,6,corporate auto,corporate l1,offer1,call center,174.588413,suv,medsize,a,2
9661,ue96503,california,5599.668502,no,basic,doctor,2011-02-05,unemployed,m,0,suburban,married,73,1.0,60,0.0,5,corporate auto,corporate l2,offer4,web,350.4,four-door car,medsize,a,2
9662,xv84099,arizona,5504.139033,yes,basic,bachelor,2011-02-08,unemployed,f,0,suburban,married,73,18.0,45,0.0,5,corporate auto,corporate l1,offer1,call center,350.4,four-door car,medsize,a,2
9663,gp13187,california,14917.33495,no,basic,master,2011-01-12,unemployed,f,0,suburban,married,190,1.0,36,0.0,3,personal auto,personal l3,offer1,branch,1368.0,luxury car,medsize,a,1
9664,zg59671,oregon,9772.736775,no,extended,college,2011-01-14,employed,m,59325,rural,divorced,83,20.0,76,0.0,2,personal auto,personal l2,offer1,branch,81.599332,four-door car,medsize,a,1
9665,ds47984,arizona,3237.996209,yes,extended,master,2011-01-16,employed,m,60244,urban,married,83,3.0,72,3.0,1,personal auto,personal l1,offer3,agent,326.281835,four-door car,medsize,a,1
9666,cc31456,arizona,6457.560953,no,extended,bachelor,2011-01-05,employed,m,37548,rural,married,81,12.0,9,0.0,3,special auto,special l2,offer2,web,160.598662,four-door car,medsize,a,1
9667,zc32761,arizona,8433.228985,no,basic,bachelor,2011-02-15,employed,m,57961,rural,divorced,72,15.149070740488469,64,0.384256105867471,2,personal auto,personal l3,offer1,agent,38.513959,two-door car,large,a,2
9668,bh36570,california,5912.783829,no,basic,bachelor,2011-01-11,employed,m,72208,suburban,married,73,3.0,84,0.0,8,personal auto,personal l3,offer1,branch,350.4,two-door car,small,a,1
9669,my51849,oregon,4903.810606,no,basic,bachelor,2011-02-22,unemployed,f,0,suburban,married,66,19.0,29,0.0,8,personal auto,personal l3,offer1,branch,469.6093,four-door car,large,a,2
9670,kb53430,california,2227.072755,no,basic,high school or below,2011-01-05,retired,m,27972,suburban,married,61,7.0,38,0.0,1,personal auto,personal l3,offer3,web,292.8,four-door car,medsize,a,1
9671,mh76107,california,4013.945512,no,basic,college,2011-01-08,employed,m,56586,rural,married,100,33.0,86,0.0,1,personal auto,personal l3,offer2,agent,121.928014,sports car,medsize,a,1
9672,vw63894,california,7870.360084,no,extended,master,2011-02-04,employed,m,75740,rural,married,98,8.0,42,0.0,3,personal auto,personal l1,offer3,web,46.702524,four-door car,medsize,a,2
9673,yi70563,california,2780.845565,no,basic,bachelor,2011-02-25,employed,m,88704,urban,married,69,16.0,78,0.0,1,personal auto,personal l3,offer2,call center,259.714887,two-door car,small,a,2
9674,ra29518,washington,5512.342258,no,extended,master,2011-02-24,employed,m,45971,rural,married,138,15.0,91,0.0,1,special auto,special l3,offer1,branch,139.826393,suv,medsize,a,2
9675,zw76597,california,5271.372558,no,basic,bachelor,2011-02-14,retired,f,13215,suburban,married,74,30.0,17,1.0,3,corporate auto,corporate l3,offer1,branch,443.772927,four-door car,small,a,2
9676,bc90645,california,2675.029491,no,basic,master,2011-02-01,employed,f,55479,rural,single,68,5.0,7,1.0,1,personal auto,personal l2,offer2,branch,117.964245,four-door car,medsize,a,2
9677,rm34371,nevada,4715.285559,no,basic,bachelor,2011-02-25,unemployed,f,0,suburban,married,64,28.0,43,0.0,7,personal auto,personal l2,offer3,branch,345.345026,two-door car,medsize,a,2
9678,xs44101,california,6712.294021,no,extended,bachelor,2011-02-04,employed,f,44891,rural,married,83,12.0,75,0.0,6,personal auto,personal l3,offer3,call center,74.803791,four-door car,medsize,a,2
9679,ds45802,california,5414.61734,no,basic,high school or below,2011-02-19,employed,f,26893,rural,married,68,1.0,31,0.0,5,personal auto,personal l3,offer4,agent,68.226001,four-door car,medsize,a,2
9680,qz70160,nevada,2396.672304,no,basic,college,2011-01-18,medical leave,f,26222,suburban,married,62,23.0,18,0.0,1,personal auto,personal l2,offer1,branch,297.6,four-door car,medsize,a,1
9681,ly30169,california,3360.269641,no,extended,high school or below,2011-01-23,employed,m,75216,rural,married,84,15.149070740488469,39,0.384256105867471,1,corporate auto,corporate l3,offer4,agent,65.803328,four-door car,medsize,a,1
9682,gw14698,arizona,4882.493829,no,basic,college,2011-02-28,employed,f,80604,urban,married,61,22.0,86,0.0,3,corporate auto,corporate l3,offer4,web,255.982609,four-door car,medsize,a,2
9683,sp36555,arizona,6507.751779,no,extended,bachelor,2011-01-20,unemployed,m,0,suburban,single,97,4.0,11,0.0,4,personal auto,personal l1,offer1,agent,863.219668,four-door car,medsize,a,1
9684,xp52012,arizona,24258.71383,no,extended,high school or below,2011-01-25,unemployed,m,0,suburban,single,89,35.0,22,0.0,2,personal auto,personal l3,offer1,agent,538.689882,two-door car,medsize,a,1
9685,fr17176,arizona,14944.83656,no,basic,high school or below,2011-02-23,unemployed,f,0,suburban,married,68,11.0,52,0.0,2,personal auto,personal l3,offer1,agent,326.4,four-door car,medsize,a,2
9686,fh22095,california,2520.818611,no,basic,college,2011-02-07,employed,m,39377,suburban,married,64,7.0,53,0.0,1,corporate auto,corporate l3,offer2,branch,307.2,two-door car,small,a,2
9687,nt43594,california,2248.449633,no,basic,bachelor,2011-01-29,retired,f,24910,suburban,single,63,7.0,63,1.0,1,personal auto,personal l1,offer1,branch,347.857619,four-door car,medsize,a,1
9688,qc95625,california,12157.32992,yes,premium,high school or below,2011-02-27,employed,m,57449,suburban,single,103,6.0,28,0.0,2,personal auto,personal l2,offer1,agent,494.4,four-door car,medsize,a,2
9689,hy86417,arizona,3653.703458,no,extended,college,2011-02-13,employed,f,74126,suburban,married,90,14.0,76,0.0,1,corporate auto,corporate l3,offer2,call center,478.751065,two-door car,medsize,a,2
9690,lu40443,oregon,5543.802692,no,basic,master,2011-02-12,employed,m,64255,urban,single,70,7.0,36,0.0,8,personal auto,personal l2,offer2,web,193.86537,four-door car,medsize,a,2
9691,jp55271,oregon,10633.50496,no,extended,high school or below,2011-02-25,employed,f,80046,rural,married,132,4.0,42,0.0,4,personal auto,personal l2,offer2,call center,260.627146,suv,small,a,2
9692,nx62002,oregon,17497.52201,yes,basic,college,2011-02-28,unemployed,m,0,suburban,divorced,73,9.0,94,0.0,2,corporate auto,corporate l3,offer1,agent,350.4,two-door car,medsize,a,2
9693,pu98976,california,6187.345744,no,extended,bachelor,2011-02-05,unemployed,f,0,suburban,single,88,17.0,25,0.0,6,personal auto,personal l3,offer1,call center,633.6,four-door car,medsize,a,2
9694,zo16199,california,5354.365535,no,basic,high school or below,2011-02-16,disabled,f,17099,suburban,married,69,13.0,28,0.0,9,personal auto,personal l2,offer1,web,331.2,four-door car,small,a,2
9695,zi95657,california,10972.06778,yes,extended,doctor,2011-01-18,employed,m,24164,suburban,divorced,137,2.0,40,0.0,5,personal auto,personal l3,offer2,agent,657.6,sports car,medsize,a,1
9696,ao20938,arizona,32021.40422,no,basic,high school or below,2011-01-12,employed,f,31433,suburban,married,100,5.0,23,0.0,2,personal auto,personal l1,offer2,call center,635.020091,suv,small,a,1
9697,fx65946,arizona,5754.746414,no,basic,bachelor,2011-01-03,employed,m,34847,suburban,married,73,26.0,24,0.0,7,personal auto,personal l3,offer2,agent,525.6,four-door car,small,a,1
9698,kl39500,arizona,4983.61893,no,extended,college,2011-02-08,unemployed,m,0,suburban,single,83,22.0,0,3.0,5,personal auto,personal l3,offer1,agent,736.00483,four-door car,small,a,2
9699,cz56843,california,9708.504642,no,extended,college,2011-01-19,employed,m,39930,suburban,single,86,22.0,64,1.0,2,personal auto,personal l1,offer1,call center,412.8,four-door car,medsize,a,1
9700,fn33339,oregon,4150.836913,no,premium,high school or below,2011-02-08,employed,f,53787,suburban,married,104,20.0,77,0.0,1,corporate auto,corporate l2,offer1,agent,666.092015,four-door car,medsize,a,2
9701,sy48471,california,5163.838813,no,basic,high school or below,2011-02-22,employed,f,88692,urban,married,64,29.0,26,0.0,5,personal auto,personal l2,offer1,agent,253.193647,four-door car,medsize,a,2
9702,nv11692,nevada,4420.248983,no,basic,bachelor,2011-01-28,unemployed,f,0,suburban,single,68,0.0,93,3.0,5,personal auto,personal l3,offer2,agent,546.420009,four-door car,large,a,1
9703,hn35280,arizona,2446.664534,no,basic,bachelor,2011-02-13,employed,m,82225,suburban,divorced,61,24.0,27,0.0,1,personal auto,personal l3,offer2,web,292.8,two-door car,medsize,a,2
9704,gy69750,oregon,5296.838482,no,basic,master,2011-01-14,unemployed,m,0,rural,divorced,73,33.0,44,0.0,3,personal auto,personal l3,offer1,branch,152.080908,four-door car,large,a,1
9705,zm31116,arizona,7949.28426,no,extended,doctor,2011-01-06,employed,m,63688,suburban,married,99,15.149070740488469,93,0.384256105867471,6,personal auto,personal l2,offer2,branch,475.2,four-door car,medsize,a,1
9706,zw71731,california,5170.358435,no,extended,bachelor,2011-01-31,employed,m,89284,urban,divorced,133,4.0,62,2.0,1,corporate auto,corporate l3,offer1,web,402.070719,suv,medsize,a,1
9707,zk54897,arizona,14435.67365,yes,premium,master,2011-01-26,employed,m,60880,rural,married,119,25.0,89,0.0,2,personal auto,personal l3,offer1,agent,109.906628,two-door car,medsize,a,1
9708,zy99878,california,13742.53724,no,premium,high school or below,2011-01-03,employed,m,90343,urban,single,175,11.0,68,0.0,3,personal auto,personal l2,offer1,branch,833.072722,suv,medsize,a,1
9709,bz44726,nevada,16477.76843,no,basic,high school or below,2011-02-26,employed,f,49825,suburban,married,70,14.0,27,3.0,2,corporate auto,corporate l3,offer3,agent,336.0,two-door car,medsize,a,2
9710,ky29506,california,20395.96875,no,premium,college,2011-02-27,employed,f,92850,suburban,single,104,3.0,28,1.0,2,personal auto,personal l2,offer1,agent,499.2,four-door car,medsize,a,2
9711,gl67540,california,5904.088162,no,basic,college,2011-01-15,employed,f,97413,urban,married,73,21.0,80,0.0,6,personal auto,personal l3,offer1,agent,268.819985,four-door car,medsize,a,1
9712,xf94149,california,4087.512572,no,basic,college,2011-02-15,employed,m,24123,suburban,married,104,7.0,61,0.0,1,personal auto,personal l3,offer4,branch,748.8,suv,medsize,a,2
9713,ud61088,california,13799.05459,no,extended,bachelor,2011-02-23,unemployed,m,0,suburban,married,127,20.0,31,0.0,2,personal auto,personal l1,offer1,agent,609.6,suv,small,a,2
9714,ss63511,california,8564.768226,yes,basic,high school or below,2011-02-17,employed,m,95697,rural,married,107,29.0,29,0.0,9,corporate auto,corporate l3,offer2,agent,178.006524,four-door car,medsize,a,2
9715,jr82641,arizona,10682.7619,no,extended,master,2011-01-10,employed,m,52965,rural,married,134,6.0,77,3.0,4,personal auto,personal l3,offer4,agent,83.815183,suv,medsize,a,1
9716,sk47162,oregon,3567.503755,yes,basic,bachelor,2011-01-07,unemployed,m,0,suburban,married,102,28.0,11,0.0,1,personal auto,personal l2,offer2,agent,660.430456,suv,medsize,a,1
9717,no73819,california,10896.04838,no,extended,master,2011-01-15,employed,f,29365,suburban,married,137,14.0,78,0.0,7,personal auto,personal l1,offer2,agent,657.6,sports car,large,a,1
9718,yn75239,oregon,7910.866718,no,basic,college,2011-01-12,employed,m,77577,rural,married,199,14.0,37,1.0,1,personal auto,personal l3,offer3,agent,35.768916,luxury suv,small,a,1
9719,hg65194,oregon,8672.814261,no,extended,college,2011-02-10,unemployed,f,0,suburban,single,125,8.0,61,0.0,3,personal auto,personal l2,offer1,branch,600.0,suv,medsize,a,2
9720,hu87011,california,5677.309793,no,extended,bachelor,2011-01-09,unemployed,f,0,suburban,married,77,13.0,57,0.0,9,personal auto,personal l1,offer3,web,369.6,four-door car,medsize,a,1
9721,zw51790,california,10426.08551,no,basic,college,2011-02-09,employed,f,52342,suburban,married,66,28.0,28,3.0,2,personal auto,personal l3,offer1,agent,316.8,two-door car,small,a,2
9722,cg33085,oregon,13357.44544,no,extended,doctor,2011-02-02,unemployed,m,0,suburban,divorced,124,13.0,1,0.0,2,personal auto,personal l3,offer3,agent,696.034509,suv,medsize,a,2
9723,wf34690,oregon,19357.37201,no,basic,bachelor,2011-02-07,unemployed,f,0,suburban,married,68,20.0,66,1.0,2,personal auto,personal l3,offer1,branch,326.4,four-door car,medsize,a,2
9724,hw27766,arizona,7259.328982,no,extended,college,2011-02-06,medical leave,m,16367,suburban,married,94,2.0,99,0.0,9,personal auto,personal l3,offer1,branch,515.569363,four-door car,medsize,a,2
9725,nn71951,california,24261.01777,no,basic,high school or below,2011-01-27,employed,f,66525,rural,married,100,0.0,86,0.0,2,personal auto,personal l3,offer1,agent,104.331355,suv,medsize,a,1
9726,jv68002,washington,5926.729379,yes,extended,college,2011-01-25,retired,m,23091,suburban,married,96,28.0,90,5.0,5,corporate auto,corporate l1,offer1,agent,460.8,four-door car,medsize,a,1
9727,qe22757,nevada,2491.317024,yes,basic,doctor,2011-01-29,employed,m,36631,rural,divorced,62,30.0,77,0.0,1,personal auto,personal l3,offer1,agent,67.530904,four-door car,large,a,1
9728,fh81263,california,6006.211611,no,basic,high school or below,2011-02-10,employed,m,85510,suburban,married,74,19.0,68,0.0,4,corporate auto,corporate l3,offer1,agent,355.2,four-door car,small,a,2
9729,nj29981,california,4553.185557,no,extended,high school or below,2011-02-10,unemployed,m,0,suburban,married,124,1.0,43,0.0,1,corporate auto,corporate l3,offer1,branch,714.494746,suv,medsize,a,2
9730,cv90092,oregon,8184.691323,no,basic,college,2011-01-16,employed,m,82680,suburban,married,68,8.0,86,0.0,2,corporate auto,corporate l3,offer1,branch,326.4,four-door car,medsize,a,1
9731,ce17166,california,7596.143777,no,extended,college,2011-01-06,employed,m,56225,suburban,divorced,97,10.0,95,0.0,3,personal auto,personal l2,offer1,agent,465.6,four-door car,small,a,1
9732,lq76461,oregon,5170.450306,no,basic,high school or below,2011-02-26,employed,f,35334,suburban,married,65,29.0,31,0.0,4,personal auto,personal l2,offer4,web,468.0,four-door car,small,a,2
9733,zh98656,nevada,8593.866533,no,basic,master,2011-02-28,employed,f,91276,suburban,married,105,14.0,4,0.0,4,personal auto,personal l3,offer1,call center,504.0,suv,large,a,2
